126,7967 3667 8434 308 641
127,2780
128,5209 3388 1560 3976
129,9985 4270 3961 8168 9006 1488
130,5809 2225
131,783 9536 8967 9882 6676
132,9595 9749 9893 2520 7462 9999 184
133,9776 9485 9997 90 987
134,9970
135,1024 5583 482 1696 1644 9266
136,1
137,318
138,3541 8484
139,7906 242 9939
140,7859 3456 70
141,6163 9985 138
142,8401 9744
143,3296 5222 228 6107 51
144,1336 538 9400 6 7782 4785 380
145,2439 582 540 2631 9421 76 1008 5815
146,40 9456 8306
147,2460 8783
148,145 8847
149,91 45 6750 208 9250 102 180 6550
150,4709 2205 9874 687
151,137 9279 9993 494 8762 4075 6267 1
152,9693 209 9995 121 88 1235
153,6550 9998 9127 3993 9926 19
154,6079 8824
155,7 9820 195 1077 6581 9790
156,1383 3459 258
157,9865 355 3142 7700
158,3678 9800 816 5518 4789 9772 330 5218
159,8237 8783 1573 9531 9216 4368
160,8647 219 285 5062 8116 9916 4351
161,4799 776
162,178 7978 2 9966 245 9603 9157 9930
163,828 306 7095
164,2735 7864 6142 9858 8402
165,9836 9693 7608 2710 2739
166,5627 1262 9893
167,8805 313 9994 1233 9196 1446 9460
168,1752 7965 8842 8187 527 2426
169,2521 2171 9019 387
170,8991 9786 8388 2400
171,3584 1525 6794
172,9971 8680 9981 158 8599
173,9862 9978 9997 9802 5766
174,9999 3626 2896
175,9891 9423 15 7313 8586 902 8747 78
176,4600 183 5977 203 4417
177,390 9999 9888 1 4176 137 206 9857
178,8131
179,149 7694 176 9999
180,4496 3
181,5381 4181 7632
182,9841 9958 40 9832 2453 9915 6530 9237
183,4592 1531 1111 373 1057 3044 9999
184,4204 277
185,6170 1 8402 9625 9256 6260
186,8624 95 7 1673 6343 597 1613
187,7724 2 9462 9936 4317 9652 9330 2129
188,9403 8639 4502 746
189,9994 5598 5165 5827 8885 158
190,2471 377 9950
191,5679 9556 8317 3654 1877 32 5
192,8260 1841 7824
193,155 1440 9852 8691 7676
194,7608 807
195,7334 162 25
196,9000 3045 101 9917 1152 1240
197,4134 8392 956 60 8169
198,6622 9390 389 9848
199,7608 3286 9897 2922
200,7022 9846 414 9993 8381 1533 4021
201,9524 66
202,455 1220 1480 4808 1714 827 9145 7778
203,292 116 147
204,9554 7885 3778 1406 762
205,8968 9280 274 2058
206,8100 9983 214 2633 7888 6645 8946 9995
207,656 1562 2658
208,9717
209,23 2328 4997 2 8976 6591 7494 8845
210,3387
211,8049 9780 35 5787 643
212,595 5688 3357 1543 9405 2178
213,2538 9876 463
214,636
215,2371 998 3200 8784 9799
216,646 6700 9 6743 7632 1777 8469
217,8915 1927
218,52 1177 3004 4043
219,8841 4139 6181 9999 9999 9993
220,8056 7788
221,36 7343 4723 1313 9860 9842
222,3735 558
223,6887 3219 8686
224,293 1522 2977 1513 8483 817 9698 921
225,3466 358 1944 5525 8692
226,224 321
227,1970 9669 9966 1702 5603 7549 904
228,5708 6900 1220 436 2601 33 9465 1437
229,3936 1489 276 9098 8032 7356
230,9942 8498 9981 3883 9999
231,364 12 9 8981 3100 4283 3469
232,2761 249 165 1113 8185
233,171 35 306
234,6802 901 281 390 8413 8786 9017 9277
235,2737 2907 8880
236,9577 9998 6237 3401
237,5879 4974 5076 9069 677 40 9979
238,7142 5453
239,8105 7744 9568 5 1617 844
240,9974 5235
241,8963 1759 3850 12 4819 38 5828 4696
242,9999 1311 8856 9986
243,9961
244,9203 3044 17 3589 7589 3165 3053 45
245,6637 4182 9992 9951 3384 4138
246,9982 392 3 2841 2702 24 26 6496
247,5178 5763 1509
248,8565 8508 974 2692
249,1 8970 9421 275 354 6774
250,2766 613 4534
251,7771
252,5076 4500 9313 8 2717 9956 6896 5329
253,1013 3736 339 2115 102 1258
254,692 403 9636 991 7967 4504 42
255,9983 1774 3240 9062 7963 324 9995
256,3371 6381
257,8077 5066
258,378
259,620
260,9798 4193
261,4652 8551 6050 51 327 472 842 17
262,9308 395
263,8891 9673 5972 1235 1438 5511 3717 489
264,9648 8948 9369 9876 7621
265,8905 1443 9406 7100
266,1283 442 9218 2120 6737 9516
267,4469 659
268,9044 9996 7305
269,1 6610
270,9392 6045 37
271,3281 1626 9693 562 9994 9472
272,3385 2088 9988 149 9959
273,9583 1576 3347 991 8110
274,7343 9713 9854 1269
275,443 463 2220 9817 7306
276,7244 160 3205 8584 5606 9956 9865 1170
277,2296 9670 184 462 9592 6006 7309
278,6419 4586 6310 9730 2169 9979 9873
279,914 18 9519 3145 9882 5798 8588
280,1986 636 1601 9933 9920
281,9599 9533 9895 472 275
282,85 6964 434
283,121 2673 9732 403 9989
284,9968 2075 9741 8802 9625 9264 518
285,35 9920
286,7193 51 9922 9950 4392 590
287,9858 9881 19 9558
288,102 5902 6028 9979 1 8636 2365
289,6958 3483 1211 2344 9995 5033
290,7571 500
291,1505 9894 2312
292,2041 7975 9948 5192
293,8726 4674 1452 2576
294,9844 16 8996 966 6687 9365 8723 1565
295,9440 5761 9997 1142 528 4566 2973
296,9141 7120 4077
297,9967 2690 1603 62
298,5 1021 5701 5285 548 2171
299,4450
300,4526 8806 6540 979 2525
301,6112 6982 4051
302,1600 7157 980 6608 9516 4874
303,2691 7552 9863 3614 9084
304,9629 2128
305,4093 924 2494
306,2297 8696 9997 7903 2886 3559 7989
307,6212 8488
308,690 9945
309,465 4 8028 2442 7486 8673 9907
310,6361 397 423 9855 4 9985 1833 2591
311,9953 332 8953 394 315
312,683 9720 3652 5683 139
313,9872 9608 6089 8079 9948 7569 7891
314,9993
315,9729 9754 4732 7437 9359 7079 2898
316,30 9916 1728
317,7344 1956 7419 9362 8485 7450 1037 9340
318,1657 10 300
319,2963
320,1109 6715 629 84 9708 2181 398
321,8715 8373 9016
322,5227 7942 229 183 1205 315
323,8200 3331 6688 4552 3790 6 9316
324,24 293 128 482
325,95
326,6909 9986 4427 51 5323
327,3113 8172
328,9631 13 4548 6065 7228 8739
329,5843
330,7583 9904 4828 9365 8968 2082
331,855 5425 8768 235 1662
332,232 672 9533
333,5253 2154 5 5680 7407 4411 51 6316
334,8196 1411
335,9723 726 7943 9937 113 5680 8992 5735
336,1677 9933 27 8682 5852 1714 1112
337,8270 9333 3167 3817 1114 8494 9940 1606
338,276 4949 2035
339,9360 958 2166 9990 8543 534
340,7011 6604 393
341,9973 2359
342,866 9959
343,8455 6090 3787 2567 9938 9072
344,18
345,9992 9982 6685 9010
346,9182 6187 8804 5276 9926
347,1514 185 5078 5952 2167 9388 1285
348,91 8750 877 9180 48
349,2835 3613 8520 8864
350,937 8883 263 9313 9262 9817 9804 1718
351,8861 4281 8206 190
352,8073 7972 6760 761 7803 36
353,840 3241 230 8843
354,6241 6 2700 39
355,4246 3
356,6359
357,2053 9612 9949 911 9958 6088 8106 9400
358,3362 916 3711 6884 8094
359,2398 8211 1285 9999 6054
360,2093 9335 4185 1796 9960 525 9995 1347
361,7237 2956 1901 269 1 127 7115 5766
362,517 948 4623 54 3309
363,4401
364,6457 459 9492 592 9925 6309 2766 8273
365,9865
366,9999 4253 291 6750 9619 513 4297 57
367,5538 9985 9999
368,461 2825 3440 9282 3532
369,7183 72 9975 9982
370,5770 600 484
371,3510
372,40 5551
373,7002 2225 14
374,7223 695 108 5 9800 8233
375,953 1 8852 218 2996 9345 9373 1
376,3394 307 1
377,6 494 9910 6741 7908 5801 7580
378,5896
379,9838 4058
380,2117 9924 7595
381,9940 9160 9370 9613 3 4973
382,6008 1047 393 5517 9369 438
383,9679 2099 1746 1452
384,1155 129 9531 3902 684 5363 9974
385,1538 8527 7791 123 3154 7979 6264 9710
386,6808 3256 4227 1691 1247 4990 3618
387,9998
388,160 2760 9989
389,2202 333 1248 6545 459 9801 9484
390,2280 1281
391,135 538 8581 9920 4187
392,1268 6277 3700 4 1440 2011 2246
393,384 9289 4673
394,381 5083 6463 443 7541
395,4179 1793 396
396,8330 6834 899 9963 9942 984
397,9971 155 54 373 2120 9662
398,801 9999 9442 9407 9772
399,410 4103 9616 6312 9966 4969
400,2179 9998 2939
401,426 1658 9244 1550 1717 2317 20
402,8223 335 2170 1534 9332 4276
403,9164 1052 7789 7889 3672 869
404,9993 2921
405,8848 9994 8310 9085 6144
406,5833 9811 9590
407,1154 1382 6410 2737 1 210
408,5384 6139 10
409,9988 1077 4863 1330 1798
410,8961 1971 6192 9978 8839 7807 132
411,7978 9205
412,7494 5971
413,9149 7339
414,6518 9999 3368 9628 8906
415,6145 8331 13 5528 8907 849 6301 8887
416,6775
417,75
418,2 1320 3410 5419 1040 4574 1
419,9306 702 5745 3469 5322 92 3704 6433
420,5842 6489 9458 896 9154 1301 4975
421,9996 5586 9299 9459 9972
422,7185 9551 178 898 9725 3207
423,710 6982 296 9999 9817 7863 9461
424,1 5451
425,190 9910
426,7371 9942 818 6840 1430 1 3725 3650
427,422 8262 9979 82 3453 6762 8745 26
428,4502 8261
429,9778 4 3479
430,7602 9214 1412 286 2553 3781 5938
431,5944
432,1 390 8429 656
433,3352 5987 4576 9793
434,9944 1639 44 1
435,993 9975 9160 9367
436,123 9252 6932 9856 9999 99
437,4166 8 684 9720 3998 9995 3842
438,9961 9998 2084
439,4003 8596 243 9531 2 7945 1664
440,9213 434 6674 34
441,4693 9731 2158 9758 9561 9841 4
442,6918 3340 609 9994 6779
443,2663
444,5578 2002 6511 6116 1779 890 7339
445,4332 9304
446,36 9999 9144 9202 6642 9827 2311 5324
447,9376 1397 3618 3824 60 9794
448,8784
449,8809 7247 9960 9630 6114 4413 4914 5285
450,9955 1816 9901 8837 208 7978 266 9649
451,5642 5619 9830
452,1836
453,1646
454,6967 1266 3846 4248 9898 8968
455,6448 9838 9989 879 6761 7538
456,2641 9951 5 9533 3292 6 5531
457,7385 3388 8992 5
458,5089
459,8828 8334
460,8209 2117 5972 9422 2993 722 8778
461,3706 364 9456 8904 9603 8960
462,9441 5 4114 9983
463,1970 9989 7572 9982 9963 463 109 55
464,4132 5788 8 7685
465,1198
466,7415 1703 5764 8084
467,38 9608 684 7607 2515
468,3309 679 2324 43 816 407
469,5951
470,1289 9999
471,9486 134 9447 6146 595 3689
472,9547 3072 8066 5920 4134 9878
473,893 440 1304
474,7842 9337 254 7221 279
475,4368 265 387 7442 5382 8633 586
476,5706 6396 896 2258 471 1 8968 47
477,3504 9255
478,13 9528 1450 1881
479,6600 266 181 303 9894 9906 505 8
480,7342 3927 1667 19
481,5243 7292
482,7752 17 2987 16 5699 7402 4 8964
483,5796 1521 1429 9454 314 7985 7923 2765
484,4573 473 1647 778 85
485,9886 308 1461 8830 9904 1642 2532
486,9916 8151 521 4679 4179
487,656
488,1088 3366 7297 1309 9862 8041 3421 5332
489,36
490,5439 38
491,8697 7769 2128 1597
492,9974
493,1286 9556 691 8566 3707
494,5886 1664 371 2769 1172 1069 338
495,9496 8939 1234 4595 1086 6987
496,6130 1969 9951 6921 1250 7131 2165 443
497,5187 9992 7851 9731 9546 8298 8488
498,2861 1162 9896 9972 533 2441
499,2 9997 2433 8899 124 4874 8025
500,7248 2834
501,9980 1598
502,2467 9484 5917 1931
503,9998 8027 9736 59 3073
504,9930 8559 45 9578 8994 8028 5558 3237
505,5817 9700 88 631 9999 9208 3716 6568
506,4870 6020 9966
507,9773 8937
508,17
509,4385 9992
510,6829 8429
511,7951 3124 7816
512,2034 3109
513,5753 1331 583 9999 28
514,9985 1090 8365 4268 2861 3827
515,5933 3601 4410 169 9937 9387 9230
516,9996 168 4194 304 8340 8456 3174 881
517,100 9923 5237 5517 9833
518,54
519,5824 9157 311 6
520,9215 9833 1 239 749
521,8888 9292 2429 2
522,7601
523,21 9997 2917 8469 7843 3135 50 1715
524,663 2936 9838 1181
525,207 9683 5047 421
526,6668 4088 3005
527,665 9684 9499 9997
528,8939 125 354 7618
529,488 58 1287 6008 9936 9351 438 1132
530,41
531,366 5292
532,4317
533,9955
534,2349 4326 8984 9992 5488 4331
535,8330 8827 5574 6866 3575
536,7116 4
537,141 8605 1 6455 560 1153 9946 9306
538,6180 6280 9892 77
539,7519 5352 9903 3934 9854
540,9184 5711 26 846 1495
541,3692 2835 4515 3382 9543
542,9865 7660 9985
543,4560
544,5566 9968 7584
545,5501 102 3 9651 9993
546,4 5948 6871 8053
547,9478 7644 6904 7136 223 9258 3588
548,8389 801 509
549,5135
550,257
551,887 1327
552,40 9947 2001 8547 6267 8601
553,749 8163 596 4835 7325 9588
554,9896 3672 50 3232
555,120
556,52
557,9941 5750 1201 4303 9945 3138
558,9098
559,514
560,9273 7248 255 3984 1641 7259 1760
561,9908 9858 7061
562,858 9481 226 2475 9257
563,7898
564,1414 8345 9079 3337 1877 9965
565,5364 4709
566,6738 8 178 9998 9814 1586
567,2255 1198 149 2876 2415 1807 2529
568,503 2490 2145 1540 3752 6292
569,32 6445 9251 2750 3812 2942 2775
570,8158 3542 3998 7642
571,5592 86 9649 466 1651 736 9436
572,3034
573,541 12
574,7809
575,6975 5124
576,8443 800 5392 9999 4375 5755
577,3 9906 5293 319 8159 8719
578,9989 9710
579,9999
580,2719 2737 4645 1 9998
581,1462 9999
582,805 1150 978
583,1510 737 553
584,3422 1507 9983 9178 183 9428 9112
585,164 95
586,9976 1494 7558 27
587,1119 1310 8803 4808 239 5402 5520
588,9991 5537 9998
589,9389 9125 624 8036 6454 8677 9856
590,4760 2133 68 5456 6020 5228 3015 5096
591,7016 5635 123
592,5747 9909 306 9963 643
593,2173 279 180 9523 392 9104 1182
594,5430 9887
595,1008
596,6505 9995 1908 161 9609 1128 2005 5969
597,9592 8456 3719 587 9149 93
598,4848 9058 4385 1975
599,5852 6408 7729 940
600,9311 661 7569 6343 166 2707 9847
601,509 9867 8482 9997 6868 7032 5321
602,3994 185 5974 2223 7095 7 848
603,7261 7702
604,2189 6805 8626 7739 9999 8 7916 9990
605,8520 3294 32 4929 2557
606,4040 5562
607,1816 8680 8150 8964 5631
608,7949 9061 9818
609,7313 9996 1
610,9158 17 3045 9358
611,9669 175 6350 1130 5162
612,124 95
613,9999 7394 2818
614,9699 827 7898 7468 404 9983 140
615,4360 1 5115 5947 1304
616,92 3851 9999 1870 1822 1640 9046
617,9999 8 9992 8012 558 8948 879
618,630 8243 9326
619,2605 45 129 7806 1415
620,5468 9578 9828 3081 5917 8714 4115
621,5702 64 9859 4826 9589 1110 9991 1369
622,3310 1483 9377
623,9862 5611 1553 2764 59 4728
624,1630 7939 2 5702 1680
625,9665 5202 9957 9518 6701 9868 9487 7868
626,4247
627,6923 1918
628,1845 593
629,3826 474 9 7942
630,8212 52 9962
631,6 2047
632,9999 2877 6389 9108 7284 6868
633,6864 3784 1 9994 200 8409 9518 594
634,882
635,2351 2 318
636,57 1 1152 4514 4316 2564
637,921 1090 7
638,9684 9997 6218 9522 9952
639,9474 1791 5834 1
640,9929 9817 4 2499 4614 7672
641,9952 8836 5946 5984 7240 4787
642,9999 9683
643,3902 721 7 9577
644,109
645,9932
646,670 305 7094 4504 7590 408 9970
647,6429
648,9938 3033 121 764 7232 4169 9958 2522
649,9640 5317 4342 33 1400 519
650,5436 1268 1212 1325 1399 9272
651,9862
652,6754 4582 546 50
653,9116 2861 1
654,1790
655,8466
656,206 9980 560 7696 9958 5114 9238
657,147
658,9924 9605 1240 5072 1649 7690 1116 1
659,2084 17 1628 1691 967 9999 9829
660,1696 6273 6515 970 8325 5228
661,3625 3511 6623
662,7644 975 8376 6428
663,4488 8121 5722 6550 4005 1140 9683 167
664,8595 6934 5704 1235 9204 6158
665,825 13 3519 9956
666,2823 8214 4783 8299 2262 5475
667,2285 37 3712 6745 7887 7854 9999
668,114 2009 1102 7044
669,6560 3260
670,356 5703 3598 4451 967 25 9521 6084
671,4689
672,6440
673,9863 8047 135 9910
674,9210 9510 3834 254
675,1701 1649 8789 8297
676,9033 9932
677,56 4238 10 9427 9475
678,26 9969 7573 1 231 3410 9987
679,5587 9878 4033
680,8091 9654 9989 880 7694
681,9995 9999 9800
682,9984 111 385 673
683,3031
684,9030 4857 7889 6847 9401
685,9410 5688
686,9732 2178 6698 222 572 3235
687,176 1100
688,9347 2464 1582 9544 805 8890
689,9221 2397 1286 3099 9342 1
690,225 4303 1257 5112 9179 2130 455 5
691,8263 9977 9947 7050 6337 7243 9980
692,2362 1468 9991 26 7591 2311
693,9999 9491 789
694,538 5139 8706 1396 9906 9119 8605
695,9432 5527 4693 4876 801 8
696,8009 7563 1261
697,7704 9682 6104
698,5636 439 9590 2072 8730 9871
699,9996
700,9935 6907
701,7549 11 6747 8970
702,8800 2131 7802 3933 15
703,341 3816
704,4424 35 9714 132 1732
705,19 1440 459 9882 2078 9807
706,9917
707,8917 54 8980
708,7851 194
709,6298 37 7792
710,5254 7535
711,658 9869 221 8494 7751 8085
712,9979 9835 49 9820 92 6561
713,9726 8327 7827 9220
714,4136 5792 443 69 1561 9999 1861 7851
715,4860 3062 9536 21 9978 4322
716,1119 9292 4908 7791 8168 7073 7549
717,1338 47 2017 3211 1272
718,1830 9536 8798 1273 8228
719,329 9644
720,1818 9791 9992 9738 9612 9267
721,9978 2952 1565 9488 6668 1830 9988
722,6882
723,7170 9589 1129 9813 8609
724,2061 664 16 7073 956 634 8300 984
725,2048 2690 2198 9707 9999 794 6767 9999
726,1016 8834
727,8233 9685 9272 8431 2875 9276
728,2790 8034
729,1
730,3976 3411 1077 9991 7302 5574 2472 152
731,5493
732,9669 7782 9867 8358 9445
733,8390 9791 1385 8002 9686
734,619 4746 2639 2205
735,9911 48 8832
736,4314 67 2867 9802 9958 6 6675
737,289 3224
738,4816 65
739,3121 8858 9671 6521 7403 3043
740,8283 9654 9676
741,4 7452 297 583 879 9994 1563
742,8598 33 328 1856 977
743,9931 36 2092 9884 987 556 2661 2800
744,5007 2882 3934 2973 5149 20 9212
745,2 1 7570 9997 2974
746,3431 2067 3332 27 3 8863 1770 7826
747,3754
748,9850 8907
749,4491 9743 7674 1 420 248
750,6333 6204 7527 9490
751,12 5048 5819
752,7085 1312 984
753,2968 9027 9851 3025 1888
754,8983
755,9092 9998 6142 3625 3574 2704
756,3052 5791 2852 7685 4172 24 9998 1367
757,226 6182 512 1577 7879 6520
758,8620 23 6778 1410 6822 9918 6810
759,8087
760,1568 2093
761,3221 1859 8288 4665 36 3783
762,1440 33 184 1191 807 4881 135
763,9900 2481 141 4044 2177 15 9991 6760
764,9955 3478 2781
765,1140 6302 1111 9767 76
766,196 8412
767,8681
768,7747 7966 2103
769,9928 8878 3751 8928 8353 9884 6728 900
770,4192 9916 6498 104 8459 3091 3857
771,9954 1735 6828 7673
772,9343 9990 776 5460 8555 1984 7561 333
773,3005
774,9792 7975 8301 2770 9919
775,4561 8944
776,1266 8046 9921
777,3396 282 807
778,1638 9878 4140 2799 7726 9974 7589
779,629 6591 75 319 7772 3537
780,10 2363 6387 1640 2491 1095 5026 4584
781,7558 1526 2 1382 1721
782,8795 9465 2820 8731
783,815 6793 6784 490 9999
784,2400 2281 2346 7546 7
785,9706 2303 9380 9516 9075 107 1692 610
786,8777 9488 9724 2350
787,4434 3598 7475 2385 9124 9993 5573 793
788,5131 1 9994
789,1272 9658
790,413 3698
791,4624 6653 216 8552 9873 3521 9992 45
792,9926 318 11 8640 5 6025 7587
793,5991 4599 9638
794,39 86 7411 6431 821 9961 9633 2
795,474 8222 1692
796,6217 3356 6776 8299
797,2 6120 2651 9303 8559 1152 4479 7347
798,7219 9692 9522 439 309 6020
799,79 2593 2280 30
800,9904
801,8010 9878
802,1111 7623 5 454
803,6589 9968 7950
804,3606
805,9955 360 1133 8957 3991 9183 8588
806,9999 9593 9745
807,172 9648 8868
808,9897
809,11 4789
810,781 17 4895 7064 1086 4429
811,7795 3066
812,8535 1115 8548 9995 414
813,6542
814,8854 9999
815,5105 6972 9349 2575 7976 6 1503 6833
816,4628 557 280 1899
817,2850 9916 1670 7418 6071 83 1433 3370
818,8685
819,3853 5621 1464 9356
820,8826 9757 575 37
821,6429 8840 4242 9542 4907 485 238 1098
822,8848 231 59 8244 25 177 433
823,4754 9878 2077 9944 5418 383
824,9999 9908 3603 8882
825,311 231 1768
826,3611 9877 9416
827,6769 2246 577 255 8538 1188 9788
828,3 7436 409 949
829,706 3254 3533
830,9950 2369 9215 63 4586 167
831,88
832,9885
833,9415
834,9656
835,3352
836,8773 9912
837,9449 9919 5477
838,9408 5513 224 15 8591 9197 2490
839,8534 1678 1701 9590 2806 1334 4156 9838
840,3 514 889 829 8265 9999 9957
841,8616 9001
842,4892 2832 8517 3099 98
843,2337 1096 4424 8481 52 1900
844,5825 145 9925 7059 12 4204 6931 9970
845,530 2236 7289
846,9950 789 9066 9675 5760 1526 111 1217
847,5
848,9999 602 9675 21 9307
849,25 142 5347 341 3078 6635 4542 1296
850,6 8370
851,3060 9977
852,9
853,14 7363
854,481 168 6753 15 38 9782
855,4184 8982
856,8171 6299 2083 2140 453 7562 7774 9716
857,6406 1881 860 6724 9269 9534 3687
858,722 2997 5556 3041
859,9999 594 8084 26 2965 17 8987 378
860,9674 9803
861,272 9987 3403 9829 8452 8889 3236 64
862,9946
863,399 7915 37 3682 5148 954
864,18 9816
865,3894 7024
866,6785 7115 2725 36 9987 9651 5906
867,6369 21 9951 132 7487 2112
868,27 9709 8741
869,2032 6446 157 8830
870,8054 6687 5709 9827 1368 1208 9764 4763
871,8237
872,8197 5218 5326 1751 9178 1766 295
873,1689 9997 348 6838 9788 2685 526
874,6652 73 348
875,9997 2757 9927 9994 988
876,3141 726 6384 6901 9884 1050
877,1407 5663 3240 573 9666 6803 6285
878,40 5034 7011 8346 5939 6177 9906 7958
879,418 20 7 6597 5749 5826 9676 268
880,1704 7686 9969 8 2116 9351 5005 3822
881,345 1 9545 9808 1866 2662 1565 5829
882,7499 9999 510 9262 9899
883,226 279
884,5443 12 8363 9941 9733 2766 9654 7734
885,9876 3909 1 7960 6753 73 9164 48
886,29 1025 391 7363
887,5852 3851 1 3907
888,1724 418
889,9993 9540 7957 1512 9996 775
890,9885 2536 886 9946 71
891,454 4741 140
892,2674 8832 9941 9699
893,420 9461
894,9900 8553
895,8161 8706
896,3673 1863 1339 157
897,2 9522 133 4 5533 9037 5 9716
898,885 3 4671
899,9515
900,9750 8804 352
901,6023 5961 531 185 5493 3884
902,9476 7776 4950 6275
903,5344 7703 9185 1904 6660 9858 755 9877
904,1187 1 9452 106
905,9690
906,4492 8785 9572 192 1808
907,4144
908,4636
909,9989 2446 1937 9509 9250 275
910,2423 245 8978 9206 9999 731 6264
911,6379 584 9001
912,1112 9986 6 2003 3904
913,881 9792 9338 4539
914,4312 3258 9183 7702 6744 9077 3727 551
915,7907 9988 2165 913 7580
916,9973 9288 345 8130
917,2876 111 1 244 5879 7572 6976 1476
918,6095 1195 4528 9623 7158 9998 2849
919,8785 969 6726 1292 2974 7587
920,7294 7840 7886 4741 730
921,5592 79 7070 8020 1688
922,2004
923,6053 3263 9 3203 9650
924,1427
925,5570 1392 767 1137 9758 7567 2277
926,3621 810 304
927,1450 9535
928,8314 9965 680 1964 5924
929,5 1545
930,9343 285 1711
931,6727 68 7536 115 6579 4724
932,63 1185 3772
933,6498 5567 9569 2522 4957 9665 4619 6149
934,6772 9945 2018 1116 9843
935,4811 36 9723 88 9813 6314
936,6935 1673 5782 2742 6932
937,9389 1816 5722 2045 4617 1599 1194 3706
938,8601 8384 7407 9153 6 7998 168
939,6156 1 5777 7075 9084 9985
940,9395 5977 3105
941,9544 4518 2290 5072 2492
942,9999 84 9916 7078 9998 8020 6
943,9986 1 2085 9475 7391 9557 6836
944,4118 8361 6413
945,7639 9917 4797 2652 7530 7532 7122
946,4165
947,9829 3070 4381 9856
948,7798 9754 9917 1852 2624 2966
949,8720 8907 9042 3
950,65 666 6417 2725 9912 7450 9670 110
951,2471
952,9443 4178 5435
953,9971 9914 5373 1341 2943 3133
954,5 2461
955,563 9433 5912 392 9389
956,6662 4051 7858
957,9798 2549 6856 418
958,9873 9149 6865 206 266
959,139
960,187 4065 2406 6512 9466
961,1535 9480 67 9411 56 5757 9972 91
962,5350 106 9967 1775 1757 5665 7119 951
963,6020 7708 6 9972
964,7562 51 2996
965,1177 7504 154
966,2569 15 3702 503 544 9612
